id,date,city,state,type,ideology,subideology,group,description,image
28228,09/2021,Rye Brook,NY,Harassment,,,,"A student was told to ""shut up jew [sic]"" by another in response to a comment on social media regarding a sporting event.",
28240,09/2021,Staten Island,NY,Vandalism,,,,Two areas of a Jewish congregation were spray-painted.,
28248,09/2021,Verbank,NY,Vandalism,,,,Vandalism at Jewish camp facility.,
28283,09/2021,Cincinnati,OH,Harassment,,,,An individual harassed a Jewish community group's Facebook page with several antisemitic comments.,
28287,09/2021,Cleveland,OH,Harassment,,,,A Jewish funeral service held on Zoom was disrupted by images of swastikas and other offensive messages.,
28293,09/2021,Dayton,OH,Harassment,,,,A public access television program based in Dayton featured antisemitic content.,
28295,09/2021,Milford,OH,Vandalism,,,,Antisemitic and racist graffiti that included a swastika was etched into the wall of a boys' restroom at a high school.,
28298,09/2021,Oxford,OH,Harassment,,,,"Shortly after Shabbat services began at a campus Hillel center, students at the house next to the center began blasting music and one yelled, ""Fuck Jews!""",
28338,09/2021,Kunkletown,PA,Assault,,,,A Jewish individual was physically assaulted by a man who made comments minimizing the Holocaust and denigrating Jews.,
28339,09/2021,Lafayette Hill,PA,Harassment,,,,A Jewish man received an antisemitic message in response to a Facebook Marketplace listing that he posted.,
28368,09/2021,Pittsburgh,PA,Harassment,,,,A Jewish organization received an antisemitic email.,
28376,09/2021,Squirrel Hill,PA,Assault,,,,An individual physically and verbally assaulted multiple Jewish individuals near a synagogue.,
28380,09/2021,Susquehanna,PA,Harassment,,,,A local newspaper printed a political cartoon with an antisemitic element.,
28385,09/2021,Kingston,RI,Vandalism,,,,Antisemitic vandalism occured on college campus.,
28394,09/2021,Providence,RI,Harassment,,,,A Jewish student was approached by a classmate who repeatedly made uncomfortable references to her Jewish background and Israel.,
28399,09/2021,Charleston,SC,Harassment,,,,A man made antisemitic remarks and threw pennies at a Jewish man in a park.,
28400,09/2021,Charleston,SC,Vandalism,,,,A swastika was found in the bathroom of a high school.,
28406,09/2021,Greenwood,SC,Harassment,,,,A university student repeatedly harassed a Jewish student in their dorm and encouraged other students to participate.,
28415,09/2021,Memphis,TN,Harassment,,,,"An individual shouted ""Heil Hitler"" at a rabbi outside of a synagogue.",
28420,09/2021,Nashville,TN,Harassment,,,,A blanket bearing a large swastika was observed on display at a booth in the Nashville Flea Market.,
28426,09/2021,Austin,TX,Harassment,,,,"During the high holidays, a sign was left in front of a synagogue that read: ""False God of Israel World's Biggest Liar.""",
28442,09/2021,Dallas,TX,Harassment,,,,Individuals displayed a banner from an expressway overpass with a swastika and references to the Nuremberg Trials and COVID.,
28445,09/2021,Denton,TX,Vandalism,Right Wing (White Supremacist),,,"""The root of $ + fake news = Rothschild Zionism,"" as well as anti-vaccine and flat earth conspiracy theories, were written on a truck.",
28469,09/2021,Salt Lake City,UT,Harassment,,,,"A text message was sent to several members of the University of Utah community that included ""gas the Jews.""",
28503,09/2021,Burlington,VT,Harassment,,,,"Members of UVM Hillel reported several unidentified individuals began tampering with their bicycle locks, throwing items at the Hillel house, and asked questions about the member's beliefs.",
28507,09/2021,Jeffersonville,VT,Harassment,,,,A Holocaust education organization received an antisemitic email.,
28534,09/2021,Seattle,WA,Vandalism,Right Wing (White Supremacist),,,"Antisemitic and racist graffiti that included a swastika and SS bolts, a common white supremacist symbol, was drawn on a retaining wall in a residential neighborhood.",
28535,09/2021,Seattle,WA,Vandalism,,,,"Antisemitic graffiti, including a swastika and the word ""KIKE,"" was found spray-painted in a public park.",
28536,09/2021,Seattle,WA,Vandalism,,,,"Multiple taggings of antisemitic graffiti were located in parks around Seattle, Washington. The graffiti included spray-painted swastikas, ""K**k,"" and ""FREE PALESTINE.""",
28552,09/2021,Milwaukee,WI,Harassment,,,,"Two signs on the side of the road included a picture of a yellow star from the Holocaust with ""Jude"" in it and below it the words ""Just the Beginning."" ",
20601,8/25/2021,San Ramon,CA,Harassment,Right Wing (White Supremacist),,,"A sticker featuring white supremacist Paul Miller (Gypsy Crusader) wearing sunglasses with SS bolts was found on a lamp post in a high school parking lot.
",
20615,8/25/2021,Aptos,CA,Harassment,Right Wing (White Supremacist),,Aryan Nations,"An unknown person or group distributed propaganda promoting the Aryan Nations, a neo-Nazi group, in a residential area. The propaganda suggested that Jews are liars.
",
20605,8/7/2021,Brevard,FL,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""The only good communist is a dead one.""
",
20604,8/4/2021,Crystal City,VA,Harassment,Right Wing (White Supremacist),,,"An unknown person or group distributed propaganda containing SS bolts and swastikas.
",
20344,08/2021,Las Vegas,NV,Harassment,Right Wing (White Supremacist),,Folksfront,"Folksfront, a neo-Nazi group, hung a banner on a freeway overpass that included a Star of David and a message that read: ""Death to Israel.""",
20350,08/2021,Smelterville,ID,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda that read: ""Remember the USS Liberty!""
",
20351,08/2021,Deltona,FL,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda that read: ""Antifa is a Jewish communist militia"" and ""600+ Jewish groups support BLM terrorists.""
",https://www.adl.org/sites/default/files/2020-12/NJEHA0001%20--%202020-11-03%20--%20Valley%20Stream%2C%20NY%20--%20Gab.jpeg
20352,08/2021,Ventnor City,NJ,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda that featured a swastika and read: ""Voting will not drain the swamp.""
",https://www.adl.org/sites/default/files/2021-04/NJEHA00229%20--%202021-02%20--%20Voting%20will%20not%20drain%20the%20swamp.jpeg
20355,08/2021,Newton,NJ,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda that read: ""Why are Jews censoring free speech?""
",https://www.adl.org/sites/default/files/2020-12/NJEHA0042%20--%202020-11-17%20--%20Piscataway%2C%20NJ%20--%20Gab.jpeg
20358,08/2021,Ithaca,NY,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda that read: ""Open borders for Israel.""
",
26587,08/2021,Phoenix,AZ,Harassment,,,,"A man in a grocery store was called a ""fucking Jew"" by another customer and followed around the store until security intervened.",
26609,08/2021,Berkeley,CA,Harassment,,,,"A man entered a synagogue during shabbat services and shouted several antisemitic comments, and then sent an antisemitic email to the synagogue.",
26610,08/2021,Berkeley,CA,Harassment,,,,"An individual made threats of violence in a synagogue during religious services, then sent a threatening email to the synagogue the following day.",
26620,08/2021,Burbank,CA,Vandalism,,,,A swastika was etched into a mural outside of a vacant business.,
26625,08/2021,Coronado,CA,Vandalism,,,,Graffiti featuring Nazi imagery and symbols was painted on a sidewalk in a public area.,
26637,08/2021,Encino,CA,Vandalism,,,,"A swastika was drawn on a pillar on a sidewalk.
",
26638,08/2021,Escondido,CA,Vandalism,,,,Swastikas were drawn on several pieces of playground equipment in Escondido.,
26646,08/2021,Hollywood,CA,Vandalism,,,,Swastikas were scrawled on the mailbox of a business.,
26654,08/2021,Irvine,CA,Harassment,,,,An antisemitic email was sent to a kosher bakery in response to a job posting.,
26655,08/2021,Irvine,CA,Vandalism,,,,Graffiti that included a swastika was painted on a freeway underpass.,
26656,08/2021,Irvine,CA,Vandalism,,,,A swastika was painted on a tether ball court at an elementary school.,
26745,08/2021,Los Angeles,CA,Vandalism,,,,A swastika was drawn on the road near American Jewish Univeristy.,
26746,08/2021,Los Angeles,CA,Vandalism,,,,"A sticker that read ""Nuke Israel"" placed on a parking meter.",
26747,08/2021,Los Angeles,CA,Vandalism,,,,An individual vandalized a construction site with a swastika.,
26748,08/2021,Los Angeles,CA,Harassment,,,,Someone yelled antisemitic slurs during a business dispute.,
26749,08/2021,Los Angeles,CA,Vandalism,,,,A bus stop bench was vandalized with a swastika.,
26750,08/2021,Los Angeles,CA,Vandalism,,,,A swastika was etched into the hood of a car.,
26751,08/2021,Los Angeles,CA,Harassment,,,,Someone yelled an antisemitic slur at another individual in a restaurant.,
26752,08/2021,Los Angeles,CA,Vandalism,,,,Graffiti that included swastikas was painted on the side of a building.,
26753,08/2021,Los Angeles,CA,Harassment,,,,An individual yelled antisemitic slurs at a family in a public area.,
26754,08/2021,Los Angeles,CA,Vandalism,,,,Someone vandalized the property of a business with a swastika.,
26755,08/2021,Los Angeles,CA,Harassment,,,,"A man yelled antisemitic slurs including ""fucking kike"" at a synagogue's security guards.",
26756,08/2021,Los Angeles,CA,Harassment,,,,An individual was harassed with antisemitic slurs by an acquaintance.,
26757,08/2021,Los Angeles,CA,Vandalism,,,,A synagogue was defaced with graffiti that included a swastika and a racist message.,
26758,08/2021,Los Angeles,CA,Harassment,,,,An individual yelled antisemitic slurs at their neighbor during a dispute.,
26759,08/2021,Los Angeles,CA,Vandalism,,,,Antisemitic graffiti that included a swastika was painted on an electrical box.,
26816,08/2021,San Bernardino,CA,Vandalism,,,,A traffic sign was vandalized with spray-painted swastika graffiiti.,
26851,08/2021,San Rafael,CA,Harassment,,,,Confidential,
26868,08/2021,Thousand Oaks,CA,Vandalism,,,,A swastika was drawn on a locker at a high school.,
26874,08/2021,Venice,CA,Vandalism,,,,"The phrase ""Blacks are Jew puppets"" was painted on a Venice Beach bike path.",
26894,08/2021,Colorado Springs,CO,Harassment,,,,An individual sent antisemitic text messages to an acquaintance.,
26909,08/2021,Denver,CO,Harassment,,,,"Hospital administrators and a Jewish chaplain received antisemitic, harassing and threatening messages from a disgruntled patient.",
26910,08/2021,Denver,CO,Harassment,,,,A swastika was drawn in chalk on the parking spot of a Jewish individual.,
26932,08/2021,Lyons,CO,Vandalism,,,,"Graffiti that read ""FREE MASONS ARE JEW TOOLS"" was written on the side of a visitors' center.",
26943,08/2021,Greenwich,CT,Harassment,,,,A Jewish man received antisemitic and harassing texts from his neighbors.,
26979,08/2021,Washington,DC,Harassment,,,,"A man approached a visibly Jewish man walking to Shabbat services, said ""A lot of you fucking Jews are gonna die,"" and threw water at him from a bottle.",
26980,08/2021,Washington,DC,Vandalism,,,,"A mezuzah was ripped from the doorway of a unit in an apartment building. The case was damaged and left on the floor down the hallway, and the scroll was removed.",
27005,08/2021,Aventura,FL,Harassment,,,,"A woman called a Jewish woman ""dirty Jew"" at a waterpark.",
27010,08/2021,Boca Raton,FL,Harassment,,,,Antisemitic emails which included Holocaust denial were received by a Jewish organization in Florida.,
27038,08/2021,Jupiter,FL,Harassment,,,,A student told another student that he was taking a class on the Holocaust so that he could gain information as to how to re-create the Holocaust and kill Jews.,
27039,08/2021,Jupiter,FL,Vandalism,,,,"A swastika, upside down cross and another symbol were found spray-painted on the curb next to an electrical box.",
27041,08/2021,Lakeland,FL,Harassment,,,,A student affiliated with a religious campus group harassed two Jewish students at a tabling event using antisemitic and Holocaust-related language.,
27044,08/2021,Manatee County,FL,Harassment,,,,"A zoombombing occurred during a meeting in Florida. Reportedly during the meeting, an unknown individual began making non-sensical noises, stated hateful comments, and superimposed a swastika on the Zoom screen.",
27055,08/2021,Miami,FL,Harassment,,,,A Hillel director was spammed with messages after an individual zoombombed a Hillel orientation session and posted the incident on TikTok.,
27056,08/2021,Miami,FL,Harassment,Right Wing (White Supremacist),,Proud Boys,Individuals in a private Proud Boys chat attempted to dox a local Jewish resident.,
27071,08/2021,Ponte Vedra,FL,Harassment,,,,A Jewish man received antisemitic and harassing texts over the course of several days.,
27091,08/2021,Tampa,FL,Vandalism,,,,A swastika was drawn on a light pole near a sidewalk.,
27094,08/2021,Venice,FL,Vandalism,,,,Graffiti that contained swastikas and antisemitic slurs was spray-painted inside of a business.,
27102,08/2021,Winter Park,FL,Vandalism,,,,"Graffiti that contained swastikas and antisemitic, racist and homophobic slurs was written on a bathroom wall in a school.",
27114,08/2021,Atlanta,GA,Vandalism,,,,Swastika and racist graffiti were painted near the offices of two Black employees and a Jewish employee.,
27121,08/2021,Canton,GA,Harassment,,,,Confidential,
27140,08/2021,Honolulu,HI,Vandalism,,,,"Graffiti that read ""The Jews control the banking system"" was drawn on a wall at a street corner.",
27151,08/2021,Iowa City,IA,Vandalism,,,,Swastika graffiti was found in a dorm.,
27153,08/2021,Coeur D'Alene,ID,Harassment,,,,A Jewish man was verbally harassed with antisemitic language in a pharmacy.,
27165,08/2021,Chicago,IL,Harassment,,,,Confidential,
27166,08/2021,Chicago,IL,Harassment,,,,"Index cards with the words ""Fuck Jews"" written on them were distributed throughout a neighborhood.",
27167,08/2021,Chicago,IL,Harassment,,,,A prominent Jewish community figure received several antisemitic and threatening emails.,
27168,08/2021,Chicago,IL,Harassment,,,,Confidential,
27188,08/2021,Oak Lawn,IL,Harassment,,,,A Jewish man was repeatedly harassed and threatened with antisemitic text messages that included blaming the COVID-19 pandemic on Jewish people.,
27199,08/2021,Evansville,IN,Harassment,,,,"Hate speech that included, ""You Jews are the crazy ones"" was painted on a residential property.",
27219,08/2021,New Orleans,LA,Harassment,,,,A threatening phone call was received by a Jewish Community Center.,
27222,08/2021,Acton,MA,Harassment,,,,"A Jewish elected official was doxed in an online article that made offensive statements related to his Jewish identity, including that Jews do not deserve the protection of minorities.",
27250,08/2021,Cape Cod,MA,Vandalism,,,,A swastika and a racial slur were located spray-painted onto the garage of a member of the Jewish community.,
27253,08/2021,Duxbury,MA,Vandalism,,,,A swastika was etched into a playground bench.,
27256,08/2021,Falmouth,MA,Vandalism,,,,Swastikas were painted on a garbage can at a public beach.,
27284,08/2021,Newton,MA,Vandalism,,,,A swastika was drawn on a white board outside of a high school classroom.,
27285,08/2021,Newton,MA,Harassment,,,,Confidential,
27313,08/2021,Baltimore,MD,Harassment,,,,An individual in a passing vehicle yelled an antisemitic slur at a university affiliate and his son.,
27323,08/2021,Columbia,MD,Vandalism,,,,Graffiti that included a swastika was drawn on the rear exterior walls of a school building.,
27343,08/2021,Prince Georges County,MD,Harassment,,,,A gravesite was desecrated in Maryland.,
27354,08/2021,Augusta,ME,Harassment,,,,A synagogue received several harassing emails and phone calls and discovered threatening fliers distributed outside the building.,
27394,08/2021,Ann Arbor,MI,Harassment,,,,Anti-Israel and antisemitic group Witness for Peace protested outside a synagogue on Shabbat.,
27395,08/2021,Ann Arbor,MI,Harassment,,,,Anti-Israel and antisemitic group Witness for Peace protested outside a synagogue on Shabbat.,
27396,08/2021,Ann Arbor,MI,Harassment,,,,A Jewish Family Service center received a harassing email that contained antisemitic slurs.,
27397,08/2021,Ann Arbor,MI,Harassment,,,,Anti-Israel and antisemitic group Witness for Peace protested outside a synagogue on Shabbat.,
27398,08/2021,Ann Arbor,MI,Harassment,,,,An antisemitic email was received by Jewish organization.,
27399,08/2021,Ann Arbor,MI,Harassment,,,,Anti-Israel and antisemitic group Witness for Peace protested outside a synagogue on Shabbat.,
27421,08/2021,Brighton,MI,Harassment,,,,"A poster that read, ""Jews are right about goyim"" was found on an overpass.",
27434,08/2021,Manistee,MI,Vandalism,,,,A swastika was drawn in the road in front of a vacation home.,
27438,08/2021,Orchard Lake,MI,Harassment,,,,"An Instagram user received a direct message that referenced the Holocaust and included antisemitic language including, ""I'll burn you in an oven"".",
27445,08/2021,Walled Lake,MI,Vandalism,,,,Swastikas were drawn on the back entrance to a theatre.,
27469,08/2021,St. Louis Park,MN,Harassment,,,,A threatening email was sent to a Jewish community center that claimed there was a bomb.,
27480,08/2021,Kansas City,MO,Vandalism,,,,Approximately 50 gravestones at a Jewish cemetery were vandalized.,
27498,08/2021,Chapel Hill,NC,Vandalism,,,,A mezuzah was removed from an off-campus apartment.,
27501,08/2021,Charlotte,NC,Harassment,,,,Confidential,
27525,08/2021,Omaha,NE,Harassment,,,,"A student with a history of using racist and homophobic slurs said ""Kill all Jews"" to two Jewish students.",
27530,08/2021,North Hampton,NH,Harassment,,,,A customer at a car dealership made an antisemitic comment when the Jewish dealer told her the price of a car.,
27556,08/2021,Cape May,NJ,Harassment,,,,"A colleague said, ""Jews were like cockroaches, they are everywhere in New York City,"" in the presence of a Jewish person.",
27568,08/2021,Cinnaminson,NJ,Harassment,,,,"White supremacist, antisemitic propaganda was found on a pedestrian bridge.",
27591,08/2021,Eatontown,NJ,Harassment,,,,An individual used a loudspeaker to broadcast antisemitic slurs at Jews in front of a synagogue.,
27612,08/2021,Fair Lawn,NJ,Harassment,,,,A person was sent antisemitic emails following a business transaction.,
27621,08/2021,Franklin Lakes,NJ,Vandalism,,,,Swastikas and threatening language were carved into the home of a rabbi.,
27636,08/2021,Hamilton,NJ,Vandalism,,,,Swastikas were scratched into the pavement outside of a condominium complex.,
27658,08/2021,Jackson,NJ,Harassment,,,,"""I hate Jews and so should you"" was written on a paper bag and left on the porch of a Jewish person's residence.",
27679,08/2021,Lakewood,NJ,Vandalism,,,,"A sidewalk was vandalized with ""Lakewood Hasidic are a plague.""",
27680,08/2021,Lakewood,NJ,Vandalism,,,,A wood board at a construction site was vandalized with a swastika.,
27681,08/2021,Lakewood,NJ,Assault,,,,"An individual was called a ""fucking Jew"" and punched in the face.",
27706,08/2021,Maple Shade,NJ,Vandalism,,,,"Offensive graffiti, including a swastika, were found in a park.",
27716,08/2021,Monroe,NJ,Harassment,,,,A suspect yelled antisemitic slurs at a victim.,
27743,08/2021,Newark,NJ,Vandalism,,,,"A swastika, ""No Jews,"" and other hate language drawn in a bathroom at a transit station.",
27744,08/2021,Newark,NJ,Vandalism,,,,"A swastika, ""No Jewish People,"" and other hate language graffitied in a bathroom at a transit station.",
27746,08/2021,Newark,NJ,Vandalism,,,,"A business establishment was spray-painted with graffiti stating, ""Fake Jews are nazis.""",
27748,08/2021,Newton,NJ,Harassment,,,,"The New Jersey European Heritage Association fliers were left in a public park with messaging that said, ""Why are Jews censoring FREE SPEACH?""",
27755,08/2021,Ocean Township,NJ,Harassment,,,,A subject harrassed a victim with antisemitic and racial slurs and antisemitic hand gestures.,
27808,08/2021,Seaside Heights,NJ,Harassment,,,,"A man threatened a rabbi that ""they are coming for him"" on an antisemitic website.",
27840,08/2021,Union Township,NJ,Harassment,,,,A floor tile with a swastika branded into it was placed in the driveway of a Yeshiva.,
27841,08/2021,Union Township,NJ,Harassment,,,,A swastika drawing was thrown next to the garbage cans of a Jewish school.,
27845,08/2021,Voorhees,NJ,Harassment,,,,An individual was targeted from an unknown suspect with harassing phone calls that included antisemitic slurs.,
27850,08/2021,Wanaque,NJ,Vandalism,,,,"Vandalism was found on playground, including swastikas and racial slurs.",
27852,08/2021,Washington Township,NJ,Vandalism,,,,Swastika graffiti was found on a gravestone.,
27863,08/2021,Westfield,NJ,Vandalism,,,,A swastika was found on playground equipment.,
27892,08/2021,Las Vegas,NV,Harassment,,,,"A man received a harassing and antisemitic call at his home in which the caller referred to the man as a ""dirty hook nose Jew husband"" and ""sneaky"" among other things.",
27907,08/2021,Bronx,NY,Vandalism,,,,Neo-Nazi graffiti was found in a public area.,
27935,08/2021,Brooklyn,NY,Harassment,,,,"A man approached the outdoor seating area of a bar in Brooklyn and began making a series of antisemitic remarks, including that ""Jewish culture makes people want to own and control everything.""",
27936,08/2021,Brooklyn,NY,Assault,,,,A group of people made antisemitic comments following a physical confrontation with a Jewish individual.,
27937,08/2021,Brooklyn,NY,Vandalism,,,,A mezuzah was removed from the doorway of a unit in an apartment building.,
27938,08/2021,Brooklyn,NY,Harassment,,,,"While inside of a synagogue, an individual raised a scooter above a Jewish person's head, yelled ""Allah akbar,"" and threatened them.",
27939,08/2021,Brooklyn,NY,Assault,,,,"Two men began punching and kicking another man outside of a nightclub while yelling, ""Fucking Jews! Jews shouldn't exist! Islam faith is the most purest!""",
27981,08/2021,East Hampton,NY,Harassment,,,,Confidential,
27989,08/2021,Flushing,NY,Harassment,,,,Confidential,
28014,08/2021,Lake Grove,NY,Vandalism,,,,A swastika was carved into a picnic table in a public park.,
28018,08/2021,Long Beach,NY,Vandalism,,,,"A man broke into a synagogue, threw two Torahs on the ground and stole Torahs, crowns, and chains from the building.",
28024,08/2021,Massapequa Park,NY,Vandalism,,,,"Graffiti was painted on a building in a public park that read ""Holodomor Kalergi Plan,"" a reference to an antisemitic conspiracy theory.",
28111,08/2021,New York,NY,Vandalism,,,,A swastika was drawn inside of a MTA train car.,
28112,08/2021,New York,NY,Vandalism,,,,Graffiti of a swastika inside of a bullseye was painted on residential property.,
28113,08/2021,New York,NY,Vandalism,,,,Antisemitic graffiti that included a swastika was drawn on a wall inside a subway station.,
28114,08/2021,New York,NY,Vandalism,,,,A swastika was drawn on the front door of a condominium.,
28192,08/2021,Northport,NY,Vandalism,,,,A swastika was etched on a playground slide at a school.,
28195,08/2021,Ossining,NY,Vandalism,,,,A swastika was drawn on a slide at a playground.,
28200,08/2021,Pleasantville,NY,Harassment,,,,Several antisemitic emails were received by a Jewish institution.,
28201,08/2021,Pleasantville,NY,Harassment,,,,A Jewish institution received an email which denied the Holocaust and made a bomb threat.,
28213,08/2021,Queens,NY,Harassment,,,,"An individual approached a Jewish person on the street saying, ""I'm going to kill ya, I'm going to kill both of ya, I'm the new Hitler, fuck Jews.""",
28239,08/2021,Staten Island,NY,Harassment,,,,"A Jewish individual received an email that said, ""Kill you now Jew! Bomb in your office!""",
28256,08/2021,Wingdale,NY,Harassment,,,,"A man stood outside his home and drove around his neighborhood displaying a sign that read ""Jews will take your guns.""",
28263,08/2021,Beachwood,OH,Harassment,Right Wing (White Supremacist),,White Lives Matter,A White Lives Matter rally was held outside of the Maltz Museum of Jewish Heritage.,
28325,08/2021,Portland,OR,Vandalism,,,,"The word ""apartheid"" was painted on a stop sign with the ""a"" replaced with a Star of David.",
28326,08/2021,Portland,OR,Harassment,,,,An antisemitic voicemail was left for a Jewish institution.,
28328,08/2021,Wilsonville,OR,Vandalism,,,,Graffiti that included a swastika was carved into a restroom door at an RV park.,
28330,08/2021,Ambler,PA,Harassment,,,,A Jewish user on Discord was harassed by another user who sent him messages that included antisemitic language and media clips.,
28354,08/2021,Philadelphia,PA,Assault,,,,"A visibly Jewish man was assaulted by a man on the street who right before the assault said, ""Keep on walking you Jewish motherfucker. I should beat your Jewish motherfucking ass right now.""",
28387,08/2021,Narragansett,RI,Vandalism,,,,"Several swastikas and the words ""6 million ways to die"" were spray-painted on the campus of the University of Rhode Island.",
28388,08/2021,North Smithfield,RI,Harassment,,,,Confidential,
28392,08/2021,Providence,RI,Harassment,,,,An antisemitic voicemail was left for a Jewish institution.,
28393,08/2021,Providence,RI,Harassment,,,,"A caller left an antisemitic voice message that included the statement ""all Jews, especially homosexuals... should be exterminated.""",
28403,08/2021,Columbia,SC,Harassment,,,,An antisemitic voicemail was left for a Jewish institution.,
28404,08/2021,Columbia,SC,Harassment,,,,A student was observed wearing a shirt was a swastika on the back at the University of South Carolina.,
28412,08/2021,Sturgis,SD,Harassment,,,,Merchandise with antisemitic imagery was found.,
28414,08/2021,Memphis,TN,Harassment,,,,An antisemitic comment was posted on the social media page of Jewish organization.,
28484,08/2021,Lexington,VA,Harassment,,,,Antisemitic chalk markings were found on a picnic table next to an elementary school.,
28498,08/2021,Virginia Beach,VA,Harassment,,,,"An antisemitic flier that read ""The Goyim Know"" was posted on a Virginia Beach synagogue's property.",
28511,08/2021,Putney,VT,Vandalism,,,,Two swastikas were painted on stop signs in Putney.,
28517,08/2021,Bremerton,WA,Harassment,,,,Confidential,
28519,08/2021,Everett,WA,Harassment,,,,A synagogue received an email from an individual that contained antisemitic tropes and called for all Jews to convert to Islam.,
28540,08/2021,Vancouver,WA,Harassment,,,,Confidential,
28553,08/2021,Oshkosh,WI,Vandalism,,,,A swastika was spray-painted on the door of a house.,
20689,7/24/2021,Freehold,NJ,Harassment,Right Wing (White Supremacist),,Totenwaffen,"The Totenwaffen Division, a neo-Nazi accelerationist group, distributed propaganda that contained two swastikas and the message: ""Let's kick this off NJ.""
",
20617,7/20/2021,Seattle,WA,Harassment,Right Wing (White Supremacist),,,"An unknown person or group distributed propaganda at the University of Washington that read: ""Remember the slave trade? 78% of slave owners were ethnic jews. 48% of jews were slave owners. Dismantle Kike Supremacy. End White Guilt.""
",
23981,7/17/2021,Litchfield Park,AZ,Harassment,Right Wing (White Supremacist),,Aryan Nations,"The Aryan Nations, a neo-Nazi group, distributed antisemitic and racist propaganda in a residential neighborhood.
",
20311,7/13/2021,Richmond,VA,Harassment,Right Wing (White Supremacist),,unknown,"An unknown person or group distributed propaganda associated with The Hammer that included an image of a swastika and a message that read: ""We are everywhere.""",
20618,7/13/2021,Hanover,VA,Harassment,Right Wing (White Supremacist),,Hammer,"An unknown person or group distributed propaganda in a shopping center that contained a swastika and read: ""We are everywhere.""
",
23980,7/10/2021,Litchfield Park,AZ,Harassment,Right Wing (White Supremacist),,Aryan Nations,"The Aryan Nations, a neo-Nazi group, distributed antisemitic and racist propaganda in a residential area.
",
20255,07/2021,Sea Isle City,NJ,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda that read: ""Why are Jews censoring free speech?""",https://www.adl.org/sites/default/files/2020-12/NJEHA0042%20--%202020-11-17%20--%20Piscataway%2C%20NJ%20--%20Gab.jpeg
20257,07/2021,Greenwood Village Park,NE,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda that read: ""Antifa is a Jewish communist militia.""",
20260,07/2021,Mt Rushmore,SD,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda that read: ""Don't Believe (((Fake))) News!""",https://www.adl.org/sites/default/files/2020-12/NJEHA0017%20--%202020-11-09%20--%20Bedford%2C%20PA%20--%20Gab.jpg
20266,07/2021,Charleston,SC,Harassment,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, a neo-Nazi group, distributed propaganda at the College of Charleston that read: ""Remember the USS Liberty! 1967 Israeli attack against America!""",https://www.adl.org/sites/default/files/2019-06/6.12.2019%20NJEHA%20Remember%20the%20USS%20Liberty_sample.jpg
20314,07/2021,Apache Junction,AZ,Harassment,Right Wing (White Supremacist),,Folksfront,"Folksfront, a neo-Nazi group, distributed propaganda that read: ""Our blood is our faith. Our race is our nation"" and ""White lives matter."" Other propaganda included an image of a swastika and the words: ""Manifest destiny."" There was also propaganda that included the Star of David, an image of a swastika and the words: ""Break debt slavery.""",https://www.adl.org/sites/default/files/2020-12/Folksfront%20--%202020-11-04%20--%20Grand%20Rapids%2C%20MI%20--%20Telegram%20--%20FF0001%20%284%29.jpg
20315,07/2021,Chandler,AZ,Harassment,Right Wing (White Supremacist),,Folksfront,"Folksfront, a neo-Nazi group, distributed propaganda that read: ""Hitler was right"" and ""White lives matter."" Other propaganda included an image of a swastika and the words: ""Manifest destiny."" There was also propaganda that included the Star of David, an image of a swastika and the words: ""Break debt slavery.""",https://www.adl.org/sites/default/files/2020-12/Folksfront%20--%202020-11-04%20--%20Mesa%2C%20AZ%20--%20Telegram%20--%20FF0003%20%284%29.jpg
20316,07/2021,Gilbert,AZ,Harassment,Right Wing (White Supremacist),,Folksfront,"Folksfront, a neo-Nazi group, distributed propaganda that read: ""Our blood is our faith. Our race is our nation"" and ""White lives matter."" Other propaganda included an image of a swastika and the words: ""Manifest destiny."" There was also propaganda that included a swastika and the words: ""Smash white guilt.""",https://www.adl.org/sites/default/files/2020-12/FF0006%20--%202020-11-19%20--%20Memphis%2C%20TN%20--%20Telegram_2.jpg
