id,date,city,state,type,ideology,subideology,group,description,image
25831,3/31/2022,San Antonio,TX,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
26534,3/31/2022,San Antonio,TX,Harassment,Right Wing (White Supremacist),,Aryan Freedom Network,"The Aryan Freedom Network, a neo-Nazi group, distributed propaganda in a residential neighborhood that read: ""It's okay to be white."" Other propaganda promoted the antisemitic film, ""Europa - The Last Battle.""",
25829,3/30/2022,Great Falls,MT,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Biden administration is Jewish.""",
25830,3/29/2022,Cartersville,GA,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Ukraine-Russia war is Jewish.""",
25832,3/28/2022,Frederick,MD,Vandalism,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda at a synagogue that read: ""600+ Jewish groups support BLM terrorists.""",
25833,3/27/2022,Bangor,PA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
26549,3/27/2022,Katy,TX,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Biden administration is Jewish,"" ""Every single aspect of the Covid agenda is Jewish"" and ""Every single aspect of the Ukraine-Russia war is Jewish.""",
25834,3/26/2022,Sarasota,FL,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Ukraine-Russia war is Jewish.""",
26537,3/26/2022,Cartersville,GA,Harassment,Right Wing (White Supremacist),,,"An unknown person or group distributed copies of The Truth at Last, a white supremacist publication, that claimed there is a ""secret kosher tax"" on food.",
25809,3/21/2022,Cartersville,GA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""Pick your Jewish poison.""",
25790,3/20/2022,Houston,TX,Harassment,Right Wing (White Supremacist),,Aryan Freedom Network,"The Aryan Freedom Network, a neo-Nazi group, distributed propaganda in a residential neighborhood that read: ""It's okay to be white"" and ""6 Million Kikes? We Wish!"" They also distributed propaganda that featured a photo of Adolf Hitler with the message ""We can do it again,"" as well as propaganda featuring a swastika and the message ""White Lives Matter.""",
26550,3/19/2022,Columbus,GA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
25811,3/18/2022,Huntington Beach,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish"" and ""Every single aspect of the Ukraine-Russia war is Jewish.""",
25793,3/15/2022,Salisbury,NC,Harassment,Right Wing (White Supremacist),,White Lives Matter; Goyim Defense League,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda in a residential neighborhood that promoted the antisemitic film ""Europa - The Last Battle."" They also distributed propaganda from the antisemitic Goyim Defense League that read: ""Every single aspect of the Covid agenda is Jewish.""",
26539,3/13/2022,San Antonio,TX,Harassment,Right Wing (White Supremacist),,Aryan Freedom Network,"The Aryan Freedom Network, a neo-Nazi group, distributed propaganda in a residential neighborhood that featured an image of a Nazi soldier and read: ""We are the future.""",
25767,3/12/2022,Wooster,OH,Harassment,Right Wing (White Supremacist),,White Lives Matter,"Approximately 19 individuals associated with ""White Lives Matter"" Ohio, a white supremacist network, held a flash demonstration in Wooster Square. ",
25773,3/12/2022,Rancho Cordova,CA,Harassment,Right Wing (White Supremacist),,White Lives Matter,"Approximately one dozen individuals associated with ""White Lives Matter"" California, a white supremacist network, demonstrated and hung banners from the Salmon Falls pedestrian bridge that read: ""Wake up white man, your people need you,"" ""Watch Europa - The Last Battle,"" ""We won't forget Waukesha,"" and ""White Lives Matter.""",
25774,3/12/2022,Vilonia,AR,Harassment,Right Wing (White Supremacist),,White Lives Matter,"Six individuals associated with ""White Lives Matter"" Arkansas and Louisiana, a white supremacist network, participated in a flash demonstration holding signs and banners that read: ""Watch 'Europa The Last Battle,'"" ""No white guilt,"" ""If white lives matter, honk,"" ""Your children are watching,"" ""White woman you are less than 3% of the population"" and ""Saying it’s ok to be white is hate speech.” They also distributed propaganda promoting ""Europa - The Last Battle.""",
25775,3/12/2022,Cullman,AL,Harassment,Right Wing (White Supremacist),,White Lives Matter,"Four individuals associated with ""White Lives Matter"" Alabama, a white supremacist network, held a flash demonstration holding signs that read: ""Watch Europa The Last Battle,"" ""White Lives Matter"" and ""Honk for White Lives Matter."" They also distributed propaganda and hung banners from a nearby overpass.",
25835,3/12/2022,Greensboro,NC,Harassment,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that promoted the antisemitic film, ""Europa - The Last Battle."" Other propaganda read: ""Every single aspect of the Covid agenda is Jewish.""",
25843,3/12/2022,Philadelphia,PA,Harassment,Right Wing (White Supremacist),,White Lives Matter; Keystone Nationalist Active Club,"Individuals associated with White Lives Matter and Keystone Nationalist Active Club, a white supremacist group, distributed propaganda that read: ""No more white brother wars."" Other propaganda promoted the antisemitic film, ""Europa - The Last Battle.""",
26572,3/12/2022,San Diego,CA,Harassment,Right Wing (White Supremacist),,Crew 562; Goyim Defense League,"Individuals associated with Crew 562, a neo-Nazi group, and the antisemitic Goyim Defense League drove a U-Haul covered in antisemitic messages through the streets of San Diego. ",
25810,3/11/2022,Pasadena,CA,Harassment,Right Wing (White Supremacist),,Goyim Defense League; Christogenea,"An unknown person or group distributed propaganda at Pasadena City College that blamed Jews for a host of societal ills and said ""if whites understood the depths to which jews control our countries and our institutions of power and the way in which they wield that power in an effort to destroy our interests, we would rise up and eradicate them immediately."" The propaganda included links to Christogenea, a Christian Identity website, and the antisemitic Goyim Defense League.",
26551,3/11/2022,Cartersville,GA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""Every single aspect of the Biden administration is Jewish.""",
26547,3/9/2022,Austin,TX,Vandalism,Right Wing (White Supremacist),,Church of Ben Klassen,"The Church of Ben Klassen, a white supremacist group, distributed propaganda that featured a Nazi eagle and the message: ""White pride."" Other propaganda read: ""It's not illegal to be white...yet"" and ""White people awake!""",
25808,3/6/2022,Houston,OR,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
26541,3/6/2022,Midland,TX,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda promoting the antisemitic film, ""Europa - The Last Battle.""",
25779,3/5/2022,Denton,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda at the University of North Texas that read: ""Blood and soil"" and ""United in blood."" Other propaganda featured a Star of David that read: ""Break Debt Slavery.""",
26542,3/3/2022,Tucson,AZ,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Biden administration is Jewish.""",
25807,3/2/2022,Portland,OR,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
25783,03/2022,Clermont,FL,Vandalism,Right Wing (White Supremacist),,NSDAP; White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacist activists, distributed propaganda that read: ""Mainstream politicians & global corporations regardless of ideology all unite when it comes to harming white people. Stand up for your own or be crushed"" and ""White children are 3% of the world population and are already a minority in western nations. What are you doing white man?"" They also distributed propaganda promoting the neo-Nazi film, ""Europa - The Last Battle,"" as well as propaganda contained a swastika and the message: ""We will not forget Waukesha.""",
25785,3/1/2022,Philadelphia,PA,Harassment,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, hung a banner from a pedestrian bridge that promoted the antisemitic film, ""Europa - The Last Battle.""",
25786,03/2022,Boston,MA,Vandalism,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, distributed propaganda that read: ""Action, fraternity, security. Join your local nationalists."" They also distributed propaganda promoting the antisemitic film ""Europa - The Last Battle.""",
25806,3/1/2022,Glenview,IL,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Ukrainian government is Jewish,"" ""Every single aspect of the Covid agenda is Jewish"" and ""Every single aspect of the Biden administration is Jewish.""",
25821,03/2022,Saline,MI,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read: ""White Lives Matter."" Other propaganda promoted the antisemitic film ""Europa - The Last Battle.""",
25824,03/2022,Livingston,MT,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read: ""White Lives Matter"" and ""White man wake up! Stop white replacement."" Other propaganda promoted the antisemitic film ""Europa - The Last Battle.""",
25825,03/2022,Butte,MT,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read: ""White Lives Matter."" Other propaganda promoted the antisemitic film ""Europa - The Last Battle.""",
25837,03/2022,Boise,ID,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read: ""We are less than 8% of the worldwide population and are rapidly facing extinction in all the countries that we built,"" ""Watch Defiant"" and ""White Lives Matter Idaho."" Other propaganda promoted the antisemitic film ""Europa - The Last Battle.""
",
25838,03/2022,Livingston,MT,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read: ""It's okay to be white"" and ""White Lives Matter."" Other propaganda promoted the antisemitic film, ""Europa - The Last Battle.""",
25844,03/2022,Sioux City,SD,Harassment,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda promoting the antisemitic film, ""Europa -The Last Battle.""",
25845,03/2022,Clarksville,TN,Harassment,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda at Austin Peay State University that promoted the antisemitic film, ""Europa -The Last Battle.""",
25846,03/2022,Nashville,TN,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read: ""Watch Defiant"" and ""White Lives Matter."" Other propaganda promoted the antisemitic film, ""Europa -The Last Battle.""",
25849,03/2022,Plano,TX,Harassment,Right Wing (White Supremacist),,White Lives Matter; Goyim Defense League,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda promoting the antisemitic film, ""Europa - The Last Battle.""",
25851,03/2022,Vancouver,WA,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read:  ""Stop white replacement,"" ""Our children pay the price for our inaction. Stand up white man"" and ""Make white children."" Other propaganda promoted the antisemitic film, ""Europa - The Last Battle.""",
25852,03/2022,Kelso,WA,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read:  ""Stop white replacement,"" ""Our children pay the price for our inaction. Stand up white man"" and ""Make white children."" Other propaganda promoted the antisemitic film, ""Europa - The Last Battle.""",
25853,03/2022,Chehalis,WA,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read:  ""Stop white replacement,"" ""Our children pay the price for our inaction. Stand up white man"" and ""Make white children."" Other propaganda promoted the antisemitic film, ""Europa - The Last Battle.""",
25854,03/2022,Aberdeen,WA,Vandalism,Right Wing (White Supremacist),,White Lives Matter,"Individuals associated with White Lives Matter, a network of anonymous white supremacists, distributed propaganda that read: ""End the war on white children"" and ""To be a part of the race you must be an activist."" Other propaganda promoted the antisemitic film, ""Europa - The Last Battle.""",
26071,03/2022,McKinney,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Blood and soil"" and ""White lives matter.""  Other propaganda featured a Star of David that read: ""Resist Zionism"" and ""Break debt slavery."" ",
26074,03/2022,Hartland,MI,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Resistance is duty,"" ""White lives matter"" and ""Blood and soil.""  Other propaganda featured a Star of David that read: ""Break debt slavery."" ",
26076,03/2022,Kaufman,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Blood and soil,"" ""United in blood"" and ""Victory through unity.""  Other propaganda featured a Star of David that read: ""Break debt slavery."" ",
26077,03/2022,Plano,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Victory through unity"" and ""Resistance is duty.""  Other propaganda featured a Star of David that read: ""Resist Zionism"" and ""Break debt slavery."" ",
26078,03/2022,Helotes,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Resistance is duty,"" ""Our blood is our faith, our race is our nation"" and ""United in blood.""  Other propaganda featured a Star of David that read: ""Resist Zionism."" ",
26079,03/2022,Canon City,CO,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Blood and soil"" and ""Resistance is duty.""  Other propaganda featured a Star of David that read: ""Break debt slavery"" and ""Resist Zionism."" ",
26080,03/2022,The Colony,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""White lives matter,"" ""Victory through unity"" and ""Our blood is our faith, our race is our nation.""  Other propaganda featured a Star of David that read: ""Resist Zionism."" ",
26081,03/2022,Prior Lake,MN,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Resistance is duty,"" ""United in blood"" and ""White lives matter.""  Other propaganda featured a Star of David that read: ""Resist Zionism."" ",
26082,03/2022,Denton,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda at Texas Woman's University that read: ""Our blood is our faith, our race is our nation"" and ""Blood and soil.""  Other propaganda featured a Star of David that read: ""Resist Zionism"" and ""Break debt slavery."" ",
26083,03/2022,Frisco,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Our blood is our faith, our race is our nation,"" ""Blood and soil"" and ""White lives matter.""  Other propaganda featured a Star of David that read: ""Resist Zionism."" ",
26085,03/2022,Florence,CO,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""White lives matter,"" ""Blood and soil"" and ""United in blood.""  Other propaganda featured a Star of David that read: ""Break debt slavery."" ",
26086,03/2022,McKinney,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda at Collin College that read: ""Victory through unity,"" ""Resistance is duty"" and ""White lives matter.""  Other propaganda featured a Star of David that read: ""Break debt slavery."" ",
26110,03/2022,New Braunfels,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Victory through unity,"" ""White lives matter"" and ""United in blood.""  Other propaganda featured a Star of David that read: ""Break debt slavery."" ",
26111,03/2022,Plano,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""United in blood,"" ""White lives matter"" and ""Resistance is duty.""  Other propaganda featured a Star of David that read: ""Resist Zionism."" ",
26528,03/2022,Lewisville,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Victory through unity,"" ""White lives matter"" and ""Blood and soil.""  Other propaganda featured a Star of David that read: ""Break debt slavery."" ",
26529,03/2022,Allen,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Victory through unity"" and ""White lives matter.""  Other propaganda featured a Star of David that read: ""Break debt slavery"" and ""Resist Zionism."" ",
26531,03/2022,Sparta,MI,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that read: ""Victory through unity,"" ""United in blood"" and ""Blood and soil.""  Other propaganda featured a Star of David that read: ""Break debt slavery."" ",
26571,03/2022,Cartersville,GA,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda that read: ""Every single aspect of the Covid agenda is Jewish"" and ""Every single aspect of the Ukraine-Russia war is Jewish.""",
24717,2/28/2022,Charleston,IL,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda at Eastern Illinois University that read: ""Every single aspect of the Covid agenda is Jewish.""",
24716,2/26/2022,Urbana,IL,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
25729,2/26/2022,Orlando,FL,Harassment,Right Wing (White Supremacist),,National Socialist Movement; Goyim Defense League,"Approximately six individuals associated with the National Socialist Movement and Goyim Defense League hung banners from an overpass in Orlando that read: “Jews are the virus” and “Don’t say nigger.” They later held a roadside protest near the entrance to the venue for CPAC waving swastika flags and holding signs that read: ""antisemitism is a human right"" and ""stop nigger abortion.""",
24690,2/25/2022,Maitland,FL,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
24681,2/24/2022,Napa,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
24684,2/24/2022,Bowie,MD,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda that read ""Black Lives Matter"" on the front and ""Every aspect of the slave trade is Jewish"" on the back.",
24715,2/23/2022,Cartersville,GA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24595,2/21/2022,Ormond Beach,FL,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24596,2/21/2022,Daytona Beach,FL,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
24597,2/21/2022,Savannah,GA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Pick your Jewish Poison,"" ""Every single aspect of the Covid agenda is Jewish"" and ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24599,2/21/2022,Fair Oaks Ranch,TX,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24641,2/21/2022,Jonesboro,AR,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Why do you love the Jew?""",
24685,2/21/2022,Springfield,MO,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24689,2/21/2022,Columbus,GA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
25733,2/20/2022,Daytona Beach,FL,Harassment,Right Wing (White Supremacist),,Goyim Defense League; NSDAP,Approximately five individuals associated with the antisemitic Goyim Defense League held a demonstration outside of the Daytona 500. The group waved swastikas flags and held up signs promoting antisemitic conspiracy theories related to COVID-19 and President Biden's administration. ,
24586,2/20/2022,Huntington Beach,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24587,2/20/2022,Novato,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24588,2/20/2022,Palo Alto,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24589,2/20/2022,Buena Park,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24590,2/20/2022,Marin City,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24591,2/20/2022,Tiburon,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24592,2/20/2022,Berkeley,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
24593,2/20/2022,Douglas,CO,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24594,2/20/2022,Parker,CO,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24600,2/20/2022,Colleyville,TX,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24603,2/20/2022,Richardson,TX,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24606,2/20/2022,Park Ridge,IL,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24607,2/20/2022,Champaign,IL,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda at the University of Illinois Urbana-Champaign that read: ""Every single aspect of the Covid agenda is Jewish.""",
24584,2/19/2022,Dallas,TX,Vandalism,Right Wing (White Supremacist),,Folkish Resistance Movement,"Folkish Resistance Movement (formerly Folksfront), a neo-Nazi group, distributed propaganda that contained a swastika and read: ""United in blood.""",
24585,2/19/2022,Florence,AL,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24598,2/19/2022,Bowie,MD,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24601,2/19/2022,Garland,TX,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24602,2/19/2022,The Woodlands,TX,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24605,2/19/2022,Wolf Trap,VA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish"" and ""Every single aspect of the Covid agenda is Jewish.""",
24553,2/17/2022,Camas,WA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""Let's Go Brandon. Every aspect of the Biden administration is Jewish!""",
24610,2/17/2022,Fort Myers,FL,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Anti-Semitism is a human right. #Whites4Whoopi. Let's Go Brandon.""",
24604,2/16/2022,San Antonio,TX,Harassment,Right Wing (White Supremacist),,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League, including known white supremacists, distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish.""",
24524,2/15/2022,Huntington Beach,CA,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Let's Go Brandon. Every single aspect of the Biden administration is Jewish."" The other side of the fliers featured the message: ""Every single aspect of the Covid agenda is Jewish.""",
24611,2/14/2022,Helotes,TX,Harassment,,,Goyim Defense League,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of the Covid agenda is Jewish.""",
